"sep=,"
"received_message","pattern_matching","reply_message","multiple_replies","multiple_reply_delay","multiple_reply_delay_max","recipients","contacts","ignored_contacts","reply_delay","reply_delay_max","specific_times","monday","tuesday","wednesday","thursday","friday","saturday","sunday","pause_type","pause_value","disabled"
"!minion","none","──────▄▀▀═════════════▀▀▄\n───────█═══════════════════█\n──────█═════════════════════█\n─────█═══▄▄▄▄▄▄▄═══▄▄▄▄▄▄▄═══█\n────█═══█████████═█████████═══█\n────█══██▀────▀█████▀────▀██══█\n───██████──█▀█──███──█▀█──██████\n───██████──▀▀▀──███──▀▀▀──██████\n────█══▀█▄────▄██─██▄────▄█▀══█\n────█════▀█████▀───▀█████▀════█\n────█═════════════════════════█\n────█═════════════════════════█\n────█═══════█▀█▀█▀█▀█▀█═══════█\n────█═══════▀▄───────▄▀═══════█\n───▐▓▓▌═══════▀▄█▄█▄▀═══════▐▓▓▌\n───▐▐▓▓▌▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▐▓▓▌▌\n───█══▐▓▄▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▄▓▌══█\n──█══▌═▐▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▌═▐══█\n──█══█═▐▓▓▓▓▓▓▄▄▄▄▄▄▄▓▓▓▓▓▓▌═█══█\n──█══█═▐▓▓▓▓▓▓▐██▀██▌▓▓▓▓▓▓▌═█══█\n──█══█═▐▓▓▓▓▓▓▓▀▀▀▀▀▓▓▓▓▓▓▓▌═█══█\n──█══█▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓█══█\n─▄█══█▐▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▌█══█▄\n─█████▐▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▌─█████\n─██████▐▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▌─████\n──▀█▀█──▐▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▌───█▀█▀\n─────────▐▓▓▓▓▓▓▌▐▓▓▓▓▓▓▌\n──────────▐▓▓▓▓▌──▐▓▓▓▓▌","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"!eusemadm","none","░░░░░▄▄▀▀▀▀▀▀▀▀▀▀▀▄▄░░░░░░░░░ ░░░▄▀░░░░░░░░░░░░░░░▀▀▄▄░░░░░ ░░▄▀░░░░░░░░░░░░░░░░░░░░▀▄░░░ ░▄▀░░░░░░░░░░░░░░░░░░░░░░░█░░ ░█░░░░░░░░░░░░░░░░░░░░░░░░░█░ ▐░░░░░░░░░░░░░░░░░░░░░░░░░░░█ █░░░░▀▀▄▄▄▄░░░▄▌░░░░░░░░░░░░▐ ▌░░░░░▌░░▀▀█▀▀░░░▄▄░░░░░░░▌░▐ ▌░░░░░░▀▀▀▀░░░░░░▌░▀██▄▄▄▀░░▐ ▌░░░░░░░░░░░░░░░░░▀▄▄▄▄▀░░░▄▌ ▐░░░░▐░░░░░░░░░░░░░░░░░░░░▄▀░ ░█░░░▌░░▌▀▀▀▄▄▄▄░░░░░░░░░▄▀░░ ░░█░░▀░░░░░░░░░░▀▌░░▌░░░█░░░░ ░░░▀▄░░░░░░░░░░░░░▄▀░░▄▀░░░░░ ░░░░░▀▄▄▄░░░░░░░░░▄▄▀▀░░░░░░░ ░░░░░░░░▐▌▀▀▀▀▀▀▀▀░░░░░░░░░░░ ░░░░░░░░█░░░░░░░░░░░░░░░░░░░░","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"oi","none","____0000000000_________0000000\n___000000000000______00000000000\n_00000_____000000___0000000000000\n_00000_____000000____00000000000\n_00000_____000000______0000000\n_00000_____000000\n_00000_____000000\n_00000_____000000___000000000000___\n_00000_____000000___000000000000___\n_00000_____000000______000000______\n_00000_____000000______000000______\n_00000_____000000______000000______\n_00000_____000000______000000______\n_00000_____000000______000000______\n_00000_____000000______000000______\n_00000_____000000______000000______\n__0000000000000_____000000000000___\n___00000000000______000000000000___","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"olha as regras! bot fdp","none","ok, desculpa! RIP me programou assim 😔","single","","","g","","","","","0","","","","","","","","seconds","0","0"
"não coloca meu nome nisso","none","menti? eu em... \nele quem me criou.","single","","","g","","","","","0","","","","","","","","seconds","0","0"
"received_message","none","reply_message","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"*comandos","none","salve, bot tá na ativa, dominando todos os grupos 🐊🐊🐊🔥🔥🔥<#>meus comandos:\n/imune\n/grupos\n/fca (fechar parceria)\n/tag\n/chy (meu canal de imunes)\n/000 (como criar o bot ""tutor yt"")\n/001 (escrito tudo que deve fazer.)\n/donate (links infinitos)\n😈😈canal do criador😈😈\n\nhttps://youtube.com/channel/UCjwPcHq2_HViJVLsyn5t1Bg\n\nse inscreve lá 👉👈","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"/imune","none","STORCK V3\n\nlink pelo encurta!\nhttps://seulink.net/RTIc7C\n\ncomo passar pelo encurta\nhttps://youtu.be/GUe_cKlzd2s","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"/grupos","none","salve, estes são alguns dos grupos que eu gosto bastante.<#>NIKE VISION\n\nhttps://chat.whatsapp.com/G44yve2TlHH7pmpmXicbOp<#>LAB PARA TRAVAS\n\nhttps://chat.whatsapp.com/GfTUZEW6dytAUXXw0irT3C<#>GRUPO DO BOT DE FIG\n\nhttps://chat.whatsapp.com/GJ1GFQFAOug1xpHEeeqWRP","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"/fca","none","Olá, para fechar parceria, basta mandar o comando: ""/codigo"" que estarei enviando o número do meu criador.","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/chy","none","lá eu solto todos meus imunes\n\nhttps://youtube.com/channel/UCjwPcHq2_HViJVLsyn5t1Bg\n\nse inscrevam!😛❤️","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/tag","none","Sem TAG","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"/ddi","none","segue o tutor! \nhttps://youtu.be/gvcAifM_p3o\n\npara faze-lo funcionar, é preciso um WhatsApp com número fake.","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/bbb","none","{bot do rip} vai roubar o karalho! filho da puta. \nEu me mato fazendo comandos p arrombado não criar o seu.<#>(se roubar mesmo assim, quero créditos.)<#>Se roubar iremos saber aliado 🤝😡","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"/nif","none","favor chamar se identificando.\n\nhttp://wa.me/+5521975173221\n\nnão tenho medo.","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/bbb","none","os dados, hoje em dia, não são mais utilizados para fazer cartões de crédito e nem nada disso, pois mudou a forma de ""reconhecimento"" dos bancos para aumentar a nossa segurança e a segurança dos nossos dados.\no certo a se fazer, é manter a calma e saber que o máximo que possam fazer com seus dados é criar um chip e ""talvez"" sujar seu nome.\n\naí você poderá entrar na justiça que não foi você quem fez tal ato.","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot arrmbd","none","o seu cu! fi da puta","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"bot fdpt","none","não sou seu irmão! cuzão.","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot pau no cu","none","oq vc disse? meu pau no seu cu? seu viado!","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot pnc","none","oq? vc me chamou de q? oq é ""pnc""? 🙂","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot baiano","none","para de xenofobiar seu xenofobico 😔👍","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot cadê seu pai?","none","não sei, deve tá comendo a sua mãe","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"%mensagem_de_boas-vindas%","welcome","bot saiu do conserto! experimente usar o comando\n/Menu","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/musicas","none","TETO (album)\nhttps://youtu.be/4wNhqC_R48I\n\nMATUE e OROCHI (álbum)\nhttps://youtu.be/MGCtbvPtSZg\n\n😈😈canal do criador😈😈\n\nhttps://youtube.com/channel/UCjwPcHq2_HViJVLsyn5t1Bg\n\nse inscreve lá 👉👈","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/especiais","none","OLÁ VIP INSANO🌚\nENTÃO VOCÊ É VIP? HMM🌚🌚\n\nquer nud? vem no meu número hehe🔥\n\nwa.me/553784137105<#>só adm tem esse privilégio 🌚\nreceber nudes grátis.","all","","","c","","","","","0","","","","","","","","seconds","0","0"
"/especiais","none","olá, o grupo ""%name%"" não tem permissão para receber este comando!<#>apenas o grupo ""🔥 NIKE VISION🔥"" tem esta opção.\nquer entrar? utilize o comando /grupos","all","","","g","","","","","0","","","","","","","","seconds","0","0"
"/especiais","none","VOCÊ NÃO TEM O VIP! MACACO 🐒","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"/apk","none","https://seulink.net/El5J3\n\nlink pelo encurta!\n\ncomo passar pelo encurta\n\nhttps://youtu.be/GUe_cKlzd2s","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"!ttt","none","tutor no meu canal!\n\nhttps://youtu.be/gvcAifM_p3o\n\n(é passo-a-passo!)","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"removeu você","none","tá tão engraçado hoje, né? o filha da puta!\ntá c o patati Patatá enfiado no cu é?","single","","","g","","","","","0","","","","","","","","seconds","0","0"
"/codigo","none","Olá, eu sou o criador do bot.\n\nwa.me/15872066911","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/off","none","o bot está sendo desligado...","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"/on","none","Olá, obrigado por ter me ativado.\nutilize /menu para mais comandos.","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"convite para participar do meu grupo no whatsapp","none","olá %name% \npara fechar parceria comigo, é necessário ter um grupo supervisionado e bem cuidado!\no grupo é bem cuidado?<#>se sim, favor entrar em contato com meu criador.\n\nwa.me/15872066911","all","","","c","","","","","0","","","","","","","","seconds","0","0"
"/especiais","none","🐊🐊o grupo mais brabo 🐊🐊 \n                 %name%\n\nalgumas das minhas funções:\n?cc           (cc clonado)\n?pg           (plaquinha/nud)\n?gg           (fechar parceria)\n?ff            (número fake)\n?ss           (dar dicas)\n?zz           (ver tetas)\n?sz           (criar número fake)\n?hi            (como criar um bot)\n/donate   (brincadeira do link infinito)\n😈😈canal do criador😈😈\n\nhttps://youtube.com/channel/UCjwPcHq2_HViJVLsyn5t1Bg\n\nse inscreve lá 👉👈","single","","","g","","","","","0","","","","","","","","seconds","0","0"
"?cc","none","http://wa.me/+13649993354\n\nuns cartão foda com ela 🌚\n\n10 mil de limite ++🔥🔥🔥","single","","","g","","","","","0","","","","","","","","seconds","0","0"
"?pg","none","a gostosa vende pack, plaquinha, vídeos gozando e mt mais 😛😛\n\nhttp://wa.me/+13649993354\n\npensa numa Muié peituda 🌚","single","","","g","","","","","0","","","","","","","","seconds","0","0"
"?gg","none","opa, quer fechar parceria? eu estou liberando o bot até o dia 20/02! \nestamos no dia %day_of_month%/%month_name_short%\ncorre aí no pv e utilize o comando *parceria 🌚🔥🔥","all","","","g","","","","","0","","","","","","","","seconds","0","0"
"*parceria","none","olá %name%, se o seu grupo for bastante movimentado e cuidado pelos adms, me chame no link abaixo.\n\nwa.me/15872066911","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"?ff","none","olá, estou fazendo números fakes. \n\nwa.me/15872066911\n\ncorre lá.","single","","","g","","","","","0","","","","","","","","seconds","0","0"
"?ss","none","me chame no link abaixo, e me dê dicas de comandos para adicionar no bot🙂\n\nhttp://wa.me/15872066911\n\ntmj🔥👍","single","","","g","","","","","0","","","","","","","","seconds","0","0"
"?zz","none","este comando está sendo realizado.","single","","","g","","","","","0","","","","","","","","seconds","0","0"
"canal do criador","none","https://youtube.com/channel/UCjwPcHq2_HViJVLsyn5t1Bg\n\nse inscreve lá 👉👈","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"/000","none","ensino a como criar o bot em meu canal! \nhá vários vídeos.\n\nhttps://youtu.be/gvcAifM_p3o\n\nhttps://youtu.be/Ggt9LgaB71o\n\nhttps://youtu.be/vJnhbrY0h0Y\n\nse inscreve aí tb po ❤️","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/001","none","para criar o bot é bem simples. \nbasta baixar um zap GB, business (de preferência imune a travas)\n\napós baixar, crie um número para este whatsapp, na qual vc irá deixar apenas o bot.\n\nlogo após, configure o app para funcionar apenas nesse WhatsApp.\n\napós, só basta você fazer os comandos do bot! \n\ncomando para gerar link de tudo que tem que baixar.\n\n/apkdobot","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/apkdobot","none","AUTO RESPONDER(APP DO BOT)\nhttps://seulink.net/El5J3\n\nBUSINESS IMUNE\nhttps://seulink.net/BrQnYg8M\n\ncomo passar pelo encurta\nhttps://youtu.be/GUe_cKlzd2s\n\npara criar número fake, utilize o comando /especiais","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"?sz","none","olá, você deseja ver tutorial no canal ou ver tutorial escrito?\n+lario         (tutorial)\n+otirc         (escrito)","single","","","g","","","","","0","","","","","","","","seconds","0","0"
"+lario","none","link do meu canal ensinando abaixo.\n\nhttps://youtu.be/kzaWUxV1otg\n\nse inscreve aí po, custa nada🙂❤️","single","","","g","","","","","0","","","","","","","","seconds","0","0"
"/otirc","none","para criar um número fake, você precisa baixar o app, cadastrar seu email e usar o código de número de referência ""587"" ao escolher seu número.\n(TEM DE VIR NÚMERO DO CANADÁ!)\n\nlogo após, se o número que você recebeu, já estiver banido, repita o processo até encontrar um que não esteja banido.\n\ncaso queira pular o processo, volte para /especiais e pague para fazer.\n\nutilize o comando \n?00           para receber link do apk","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"?00","none","2NDLINE\nhttps://seulink.net/ypDcS\n\ncomo passar pelo encurta\nhttps://youtu.be/GUe_cKlzd2s","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"oiee","similar","iai %name% de boa?","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"slv","similar","iae mlk, de boa? como c tá?\nquer algo? só soltar o /menu\n\nseu nome é %name% certo?","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"boa?","similar","sim mlk, e aí Zé? firmeza?","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"tranquilo man","similar","q bom pivete","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"opa","none","iaiii %name% de boa mlk?","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"sim e ai?","none","aq tudo suave kchorro!\nqual comando c tem p noix?","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"?hi","none","olá, escolha a forma de aprender!\n\n/001                             (escrita)\n/000                             (video)","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/donate","none","olá, ao apertar no link abaixo, você estará monetizando o proprietário e ao mesmo tempo se divertindo. \n\neste link é infinito. ficará sempre na mesma coisa!\n\n  👇🏻LINK INFINITO👇🏻\n\nhttps://seulink.net/8BsyDWr\n\n  ☝🏻LINK INFINITO☝🏻\n\nO DINHEIRO SERÁ UTILIZADO PARA FINS QUE MELHORARÃO O BOT E O CANAL.","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"!gozei","none","░░░░█─────────────█▀─▀── ░░░░▓█───────▄▄▀▀█────── ░░░░▒░█────▄█▒░░▄░█───── ░░░░░░░▀▄─▄▀▒▀▀▀▄▄▀───── ░░░░░░░░░█▒░░░░▄▀─────── ▒▒▒░░░░▄▀▒░░░░▄▀──────── ▓▓▓▓▒░█▒░░░░░█▄───────── █████▀▒░░░░░█░▀▄──────── █████▒▒░░░▒█░░░▀▄─────── ███▓▓▒▒▒▀▀▀█▄░░░░█────── ▓██▓▒▒▒▒▒▒▒▒▒█░░░░█───── ▓▓█▓▒▒▒▒▒▒▓▒▒█░░░░░█──── ░▒▒▀▀▄▄▄▄█▄▄▀░░░░░░░█─","all","","","b","","","","","0","","","","","","","","seconds","0","0"
